,X1,X2,X3,X4,X5
398,3.0,1.0,3.0,*,3.0
399,3.0,1.0,4.0,3.0,3.0
400,3.0,1.0,2.0,*,*
401,3.0,3.0,3.0,*,2.0
402,3.0,1.0,2.0,1.0,1.0
403,4.0,2.0,3.0,*,3.0
404,1.0,4.0,*,*,*
405,2.0,2.0,3.0,2.0,3.0
406,2.0,1.0,4.0,*,4.0
407,3.0,3.0,3.0,*,3.0
408,1.0,3.0,3.0,*,1.0
409,3.0,2.0,1.0,*,*
410,4.0,3.0,1.0,*,*
411,3.0,1.0,2.0,*,*
412,3.0,4.0,3.0,*,3.0
414,3.0,2.0,1.0,*,*
415,1.0,3.0,1.0,*,*
416,1.0,4.0,3.0,*,*
418,1.0,1.0,3.0,*,2.0
421,1.0,2.0,3.0,*,1.0
423,3.0,4.0,2.0,*,*
424,3.0,3.0,1.0,*,1.0
425,1.0,1.0,*,*,*
426,1.0,2.0,2.0,*,*
427,1.0,3.0,3.0,*,2.0
428,3.0,2.0,3.0,*,3.0
429,3.0,1.0,1.0,*,*
430,2.0,3.0,3.0,*,*
431,1.0,1.0,3.0,*,3.0
432,3.0,1.0,3.0,*,2.0
433,3.0,1.0,1.0,1.0,3.0
435,3.0,4.0,2.0,1.0,3.0
437,4.0,1.0,3.0,*,1.0
438,3.0,3.0,1.0,3.0,3.0
439,3.0,1.0,3.0,*,1.0
440,3.0,3.0,3.0,*,2.0
441,3.0,3.0,1.0,*,2.0
442,3.0,3.0,1.0,*,1.0
443,1.0,1.0,3.0,*,*
444,2.0,1.0,4.0,*,2.0
445,4.0,3.0,3.0,*,4.0
446,1.0,3.0,3.0,*,1.0
447,3.0,1.0,1.0,2.0,1.0
448,1.0,3.0,1.0,*,*
449,1.0,3.0,1.0,4.0,3.0
451,2.0,1.0,3.0,*,1.0
452,3.0,1.0,4.0,*,*
453,4.0,1.0,3.0,1.0,1.0
455,2.0,1.0,2.0,*,*
456,1.0,3.0,2.0,*,3.0
457,3.0,3.0,3.0,1.0,1.0
458,3.0,3.0,1.0,*,1.0
459,1.0,1.0,3.0,*,3.0
460,3.0,3.0,3.0,1.0,3.0
461,3.0,4.0,1.0,*,3.0
462,1.0,1.0,1.0,*,3.0
464,3.0,4.0,3.0,1.0,1.0
465,3.0,1.0,2.0,*,*
466,2.0,3.0,3.0,2.0,1.0
467,4.0,1.0,1.0,*,*
469,3.0,3.0,2.0,*,2.0
471,4.0,4.0,2.0,*,*
472,2.0,1.0,2.0,3.0,1.0
474,3.0,1.0,1.0,3.0,3.0
475,2.0,2.0,1.0,*,*
476,4.0,3.0,1.0,*,*
477,1.0,4.0,*,*,*
478,1.0,3.0,3.0,*,2.0
479,1.0,3.0,3.0,*,1.0
480,1.0,3.0,1.0,4.0,1.0
481,1.0,1.0,1.0,*,3.0
482,3.0,3.0,2.0,*,1.0
484,1.0,2.0,2.0,*,*
485,3.0,1.0,1.0,2.0,1.0
486,3.0,4.0,3.0,*,3.0
487,3.0,3.0,2.0,2.0,3.0
488,1.0,1.0,1.0,*,3.0
489,2.0,1.0,1.0,*,3.0
490,1.0,1.0,1.0,*,3.0
491,3.0,3.0,3.0,*,4.0
492,1.0,2.0,1.0,1.0,3.0
496,3.0,1.0,1.0,1.0,1.0
497,2.0,4.0,2.0,*,*
499,1.0,2.0,1.0,*,3.0
