,X1,X2,X3,X4,X5
185,4.0,3.0,1.0,*,3.0
186,3.0,4.0,2.0,*,3.0
187,1.0,1.0,3.0,*,2.0
188,1.0,3.0,3.0,1.0,1.0
189,4.0,3.0,*,*,2.0
190,3.0,3.0,1.0,2.0,2.0
191,4.0,4.0,*,*,1.0
192,2.0,3.0,3.0,*,3.0
193,3.0,3.0,*,*,4.0
194,1.0,3.0,3.0,3.0,1.0
195,2.0,2.0,1.0,*,1.0
196,2.0,2.0,*,*,2.0
197,3.0,2.0,*,*,1.0
198,1.0,1.0,2.0,*,3.0
199,4.0,1.0,2.0,3.0,3.0
200,1.0,2.0,4.0,*,3.0
201,3.0,3.0,1.0,*,3.0
202,1.0,1.0,*,*,4.0
203,4.0,2.0,*,*,1.0
204,3.0,3.0,1.0,1.0,3.0
205,3.0,3.0,3.0,1.0,2.0
206,3.0,3.0,2.0,3.0,1.0
207,4.0,3.0,2.0,3.0,3.0
208,3.0,1.0,3.0,1.0,3.0
209,2.0,3.0,2.0,*,3.0
210,1.0,3.0,3.0,3.0,1.0
211,1.0,1.0,1.0,*,3.0
212,3.0,3.0,1.0,1.0,3.0
213,2.0,1.0,3.0,*,3.0
214,1.0,2.0,2.0,*,2.0
215,3.0,3.0,1.0,*,3.0
216,1.0,1.0,1.0,3.0,1.0
217,4.0,3.0,3.0,1.0,1.0
218,2.0,2.0,*,*,1.0
219,3.0,1.0,1.0,1.0,3.0
220,3.0,3.0,3.0,*,2.0
221,3.0,1.0,*,*,2.0
222,3.0,2.0,4.0,*,2.0
223,1.0,3.0,3.0,*,1.0
224,3.0,1.0,3.0,*,2.0
225,2.0,3.0,*,*,*
226,3.0,2.0,1.0,2.0,3.0
227,3.0,3.0,2.0,3.0,1.0
228,2.0,3.0,1.0,3.0,1.0
229,1.0,1.0,*,*,2.0
230,3.0,2.0,1.0,3.0,3.0
231,3.0,3.0,3.0,2.0,3.0
232,1.0,3.0,1.0,*,1.0
233,3.0,3.0,3.0,*,3.0
234,3.0,1.0,3.0,*,3.0
235,2.0,2.0,1.0,*,1.0
236,4.0,3.0,1.0,*,3.0
237,4.0,3.0,*,*,3.0
238,1.0,3.0,2.0,*,2.0
239,2.0,3.0,3.0,*,2.0
240,1.0,4.0,1.0,*,3.0
241,1.0,1.0,3.0,1.0,1.0
242,2.0,3.0,*,*,1.0
243,2.0,3.0,3.0,*,1.0
244,3.0,3.0,3.0,4.0,3.0
245,2.0,2.0,*,*,2.0
246,3.0,3.0,3.0,3.0,3.0
247,2.0,2.0,*,*,3.0
248,3.0,1.0,3.0,3.0,1.0
249,1.0,2.0,2.0,*,4.0
250,3.0,3.0,1.0,1.0,3.0
251,4.0,1.0,3.0,*,3.0
252,2.0,3.0,3.0,*,3.0
253,4.0,3.0,*,*,*
254,3.0,3.0,1.0,3.0,2.0
255,1.0,1.0,2.0,1.0,3.0
256,3.0,1.0,2.0,*,3.0
257,2.0,1.0,*,*,1.0
258,1.0,1.0,4.0,3.0,2.0
259,2.0,1.0,*,*,2.0
260,1.0,3.0,1.0,*,2.0
261,3.0,3.0,1.0,1.0,3.0
262,4.0,3.0,*,*,1.0
263,1.0,4.0,*,*,*
264,1.0,2.0,3.0,*,3.0
265,1.0,3.0,3.0,3.0,2.0
266,1.0,3.0,1.0,1.0,3.0
267,1.0,3.0,2.0,*,3.0
268,1.0,4.0,3.0,*,3.0
269,1.0,1.0,1.0,2.0,3.0
270,2.0,2.0,*,*,2.0
271,3.0,2.0,1.0,3.0,3.0
272,3.0,1.0,*,*,3.0
273,4.0,3.0,*,*,2.0
274,3.0,1.0,3.0,*,1.0
275,3.0,2.0,3.0,3.0,3.0
276,2.0,1.0,*,*,2.0
277,2.0,3.0,3.0,*,1.0
278,2.0,3.0,1.0,*,3.0
279,1.0,3.0,1.0,*,4.0
280,2.0,1.0,3.0,*,3.0
281,1.0,4.0,3.0,*,3.0
282,1.0,2.0,2.0,*,2.0
283,3.0,1.0,1.0,*,2.0
284,1.0,3.0,2.0,*,3.0
285,4.0,1.0,3.0,3.0,3.0
286,1.0,3.0,*,*,4.0
287,2.0,2.0,3.0,2.0,3.0
288,3.0,4.0,3.0,*,4.0
289,3.0,3.0,*,*,3.0
290,1.0,3.0,3.0,1.0,1.0
291,3.0,1.0,*,*,4.0
292,2.0,3.0,1.0,*,1.0
293,1.0,3.0,2.0,3.0,2.0
294,3.0,1.0,3.0,*,2.0
295,2.0,3.0,1.0,3.0,1.0
296,3.0,3.0,1.0,1.0,3.0
297,2.0,3.0,3.0,*,3.0
298,3.0,3.0,3.0,*,4.0
299,3.0,3.0,1.0,3.0,2.0
300,3.0,2.0,*,*,1.0
301,2.0,3.0,2.0,*,3.0
302,3.0,3.0,*,*,3.0
303,3.0,2.0,3.0,3.0,3.0
304,1.0,3.0,1.0,2.0,3.0
305,1.0,1.0,*,*,1.0
306,1.0,4.0,3.0,*,3.0
307,4.0,1.0,2.0,3.0,3.0
308,2.0,4.0,2.0,*,3.0
309,3.0,1.0,*,*,4.0
310,1.0,1.0,1.0,3.0,1.0
311,1.0,3.0,3.0,1.0,2.0
312,3.0,1.0,3.0,*,3.0
313,2.0,1.0,2.0,1.0,3.0
314,1.0,2.0,2.0,4.0,3.0
315,4.0,4.0,*,*,2.0
316,1.0,1.0,1.0,1.0,1.0
317,1.0,4.0,1.0,3.0,3.0
318,3.0,1.0,1.0,1.0,3.0
319,2.0,4.0,2.0,*,3.0
320,1.0,2.0,1.0,*,3.0
321,1.0,1.0,2.0,*,1.0
322,3.0,1.0,1.0,*,3.0
323,3.0,1.0,1.0,2.0,1.0
324,2.0,3.0,3.0,*,2.0
325,3.0,2.0,1.0,2.0,3.0
326,3.0,1.0,3.0,3.0,1.0
327,2.0,3.0,*,*,1.0
328,1.0,3.0,*,*,4.0
329,2.0,3.0,1.0,*,3.0
330,2.0,1.0,2.0,3.0,2.0
331,2.0,1.0,1.0,*,3.0
332,1.0,2.0,*,*,4.0
333,3.0,2.0,3.0,*,3.0
334,3.0,2.0,*,*,1.0
335,1.0,1.0,3.0,*,2.0
336,1.0,4.0,*,*,3.0
337,3.0,3.0,3.0,1.0,2.0
338,3.0,4.0,2.0,*,3.0
339,1.0,1.0,3.0,*,2.0
340,1.0,3.0,3.0,3.0,2.0
341,4.0,1.0,3.0,3.0,3.0
342,1.0,3.0,3.0,3.0,3.0
343,1.0,2.0,2.0,*,4.0
344,3.0,3.0,3.0,*,4.0
345,1.0,3.0,1.0,3.0,3.0
346,3.0,2.0,4.0,3.0,2.0
347,3.0,3.0,3.0,3.0,3.0
348,3.0,1.0,*,*,1.0
349,1.0,2.0,1.0,*,3.0
350,3.0,1.0,1.0,1.0,3.0
351,3.0,3.0,3.0,3.0,3.0
352,3.0,4.0,2.0,*,1.0
353,4.0,1.0,*,*,2.0
354,1.0,2.0,1.0,3.0,3.0
355,1.0,3.0,2.0,3.0,2.0
356,1.0,3.0,2.0,1.0,3.0
357,3.0,3.0,2.0,*,3.0
358,3.0,4.0,1.0,3.0,3.0
359,1.0,1.0,1.0,3.0,1.0
360,4.0,1.0,3.0,1.0,4.0
361,3.0,1.0,3.0,2.0,3.0
362,1.0,2.0,3.0,3.0,1.0
363,1.0,1.0,3.0,3.0,3.0
364,1.0,3.0,3.0,3.0,3.0
365,2.0,3.0,3.0,*,1.0
366,1.0,3.0,1.0,4.0,3.0
367,3.0,4.0,3.0,*,3.0
368,3.0,1.0,2.0,*,3.0
369,2.0,3.0,3.0,2.0,2.0
370,1.0,1.0,2.0,3.0,1.0
371,4.0,1.0,*,*,1.0
372,2.0,2.0,1.0,*,1.0
373,3.0,1.0,*,*,4.0
374,4.0,2.0,1.0,*,1.0
375,3.0,1.0,1.0,2.0,1.0
376,3.0,2.0,1.0,*,1.0
377,3.0,3.0,1.0,2.0,3.0
378,3.0,1.0,3.0,1.0,3.0
379,3.0,3.0,3.0,2.0,4.0
380,1.0,2.0,1.0,3.0,3.0
381,2.0,4.0,2.0,*,3.0
382,3.0,2.0,*,*,1.0
383,1.0,4.0,1.0,3.0,3.0
384,3.0,3.0,2.0,3.0,1.0
385,1.0,1.0,3.0,*,2.0
386,3.0,2.0,*,*,4.0
387,1.0,1.0,*,*,4.0
388,1.0,3.0,3.0,*,3.0
389,3.0,3.0,3.0,3.0,3.0
390,1.0,2.0,*,*,4.0
391,2.0,1.0,1.0,*,3.0
392,1.0,1.0,3.0,3.0,3.0
393,3.0,4.0,1.0,*,3.0
394,1.0,3.0,3.0,1.0,2.0
395,1.0,3.0,3.0,3.0,1.0
396,3.0,4.0,*,*,4.0
397,3.0,3.0,2.0,*,1.0
398,4.0,3.0,2.0,3.0,3.0
399,4.0,4.0,*,*,*
400,1.0,1.0,2.0,*,1.0
401,2.0,3.0,1.0,1.0,2.0
402,2.0,1.0,*,*,3.0
403,1.0,1.0,1.0,1.0,1.0
404,4.0,3.0,1.0,*,3.0
405,2.0,3.0,3.0,*,1.0
406,1.0,3.0,3.0,3.0,2.0
407,1.0,1.0,1.0,3.0,2.0
408,1.0,3.0,1.0,*,1.0
409,1.0,1.0,1.0,3.0,3.0
410,1.0,1.0,2.0,*,1.0
411,1.0,1.0,2.0,3.0,1.0
412,2.0,4.0,*,*,3.0
413,3.0,4.0,2.0,*,1.0
414,4.0,1.0,*,*,3.0
415,2.0,1.0,2.0,1.0,3.0
416,3.0,4.0,1.0,*,2.0
417,1.0,3.0,3.0,*,1.0
418,3.0,2.0,*,*,1.0
419,3.0,3.0,3.0,3.0,3.0
420,3.0,2.0,*,*,4.0
421,1.0,3.0,*,*,1.0
422,1.0,1.0,1.0,1.0,1.0
423,1.0,3.0,3.0,3.0,1.0
424,3.0,1.0,1.0,*,3.0
425,3.0,3.0,1.0,2.0,3.0
426,1.0,3.0,3.0,3.0,3.0
427,2.0,1.0,1.0,*,1.0
428,4.0,3.0,*,*,2.0
429,3.0,1.0,3.0,1.0,1.0
430,1.0,2.0,1.0,3.0,1.0
431,3.0,3.0,2.0,1.0,3.0
432,1.0,2.0,1.0,3.0,3.0
433,3.0,1.0,1.0,*,1.0
434,1.0,3.0,3.0,1.0,1.0
435,1.0,3.0,1.0,*,2.0
436,3.0,2.0,*,*,2.0
437,4.0,4.0,*,*,1.0
438,1.0,3.0,1.0,*,2.0
439,2.0,3.0,*,*,2.0
440,1.0,2.0,3.0,*,3.0
441,2.0,1.0,1.0,3.0,1.0
442,2.0,3.0,1.0,*,2.0
443,3.0,3.0,3.0,*,3.0
444,3.0,2.0,3.0,*,3.0
445,2.0,3.0,3.0,*,1.0
446,1.0,3.0,*,*,4.0
447,3.0,3.0,3.0,3.0,1.0
448,3.0,3.0,2.0,1.0,3.0
449,1.0,3.0,2.0,1.0,3.0
450,3.0,1.0,2.0,*,3.0
451,3.0,1.0,*,*,1.0
452,3.0,3.0,3.0,3.0,3.0
453,2.0,3.0,3.0,*,3.0
454,3.0,4.0,3.0,*,4.0
455,3.0,4.0,3.0,*,1.0
456,2.0,3.0,1.0,*,3.0
457,1.0,3.0,1.0,*,4.0
458,2.0,2.0,*,*,3.0
459,1.0,1.0,1.0,*,4.0
460,3.0,2.0,1.0,3.0,3.0
461,1.0,1.0,1.0,3.0,2.0
462,3.0,3.0,1.0,*,2.0
463,1.0,2.0,*,*,1.0
464,2.0,1.0,2.0,3.0,2.0
465,1.0,2.0,3.0,*,3.0
466,3.0,4.0,2.0,3.0,3.0
467,4.0,3.0,*,*,1.0
468,1.0,3.0,1.0,3.0,3.0
469,1.0,3.0,1.0,1.0,3.0
470,3.0,1.0,*,*,2.0
471,2.0,1.0,1.0,*,1.0
472,1.0,3.0,*,*,3.0
473,1.0,3.0,2.0,*,3.0
474,1.0,3.0,2.0,1.0,3.0
475,2.0,1.0,3.0,*,1.0
476,4.0,1.0,3.0,1.0,4.0
477,1.0,2.0,1.0,3.0,2.0
478,3.0,1.0,3.0,1.0,1.0
479,1.0,2.0,4.0,*,3.0
480,2.0,2.0,3.0,*,3.0
481,2.0,1.0,*,*,1.0
482,1.0,3.0,3.0,3.0,3.0
483,1.0,2.0,3.0,*,1.0
484,3.0,3.0,1.0,2.0,2.0
485,1.0,1.0,4.0,*,2.0
486,1.0,1.0,2.0,1.0,3.0
487,2.0,2.0,*,*,1.0
488,3.0,2.0,*,*,1.0
489,4.0,4.0,*,*,2.0
490,3.0,4.0,2.0,3.0,3.0
491,1.0,2.0,4.0,*,1.0
492,1.0,2.0,*,*,4.0
493,3.0,3.0,3.0,2.0,4.0
494,3.0,1.0,1.0,*,2.0
495,1.0,1.0,1.0,3.0,3.0
496,1.0,4.0,*,*,*
497,1.0,1.0,3.0,3.0,3.0
498,3.0,3.0,3.0,*,1.0
499,2.0,3.0,1.0,*,3.0
